branch,CellType,n_signif,hypergeo_p,hypergeo_q
Abnormality of the endocrine system,PDE1C ACSM3 positive cells,1,0.0835458307593601,0.6580949167151
Abnormality of the endocrine system,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of the endocrine system,Parietal and chief cells,0,1,1
Abnormality of the endocrine system,Photoreceptor cells,5,0.165654432498928,1
Abnormality of the endocrine system,Purkinje neurons,0,1,1
Abnormality of the endocrine system,Retinal pigment cells,3,0.362918997857471,1
Abnormality of the endocrine system,Retinal progenitors and Muller glia,9,0.0220982473358906,0.214235369133602
Abnormality of the endocrine system,SATB2 LRRC7 positive cells,0,1,1
Abnormality of the endocrine system,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the endocrine system,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the endocrine system,SLC26A4 PAEP positive cells,38,3.02199962261334e-36,2.42811100112585e-34
Abnormality of the endocrine system,STC2 TLX1 positive cells,0,1,1
Abnormality of the endocrine system,Satellite cells,0,1,1
Abnormality of the endocrine system,Schwann cells,0,1,1
Abnormality of the endocrine system,Skeletal muscle cells,0,1,1
Abnormality of the endocrine system,Smooth muscle cells,0,1,1
Abnormality of the endocrine system,Squamous epithelial cells,0,1,1
Abnormality of the endocrine system,Stellate cells,0,1,1
Abnormality of the endocrine system,Stromal cells,0,1,1
Abnormality of the endocrine system,Sympathoblasts,0,1,1
Abnormality of the endocrine system,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the endocrine system,Thymic epithelial cells,0,1,1
Abnormality of the endocrine system,Thymocytes,4,0.576788480997773,1
Abnormality of the endocrine system,Trophoblast giant cells,0,1,1
Abnormality of the endocrine system,Unipolar brush cells,0,1,1
Abnormality of the endocrine system,Ureteric bud cells,8,3.71038286887483e-08,9.79541077382956e-07
Abnormality of the endocrine system,Vascular endothelial cells,0,1,1
Abnormality of the endocrine system,Visceral neurons,0,1,1
Neoplasm,AFP ALB positive cells,0,1,1
Neoplasm,Acinar cells,0,1,1
Neoplasm,Adrenocortical cells,12,2.29440425869437e-07,5.57902509219367e-06
Neoplasm,Amacrine cells,0,1,1
Neoplasm,Antigen presenting cells,4,0.203545804866511,1
Neoplasm,Astrocytes,0,1,1
Neoplasm,Bipolar cells,0,1,1
Neoplasm,Bronchiolar and alveolar epithelial cells,1,0.388941324631463,1
Neoplasm,CCL19 CCL21 positive cells,0,1,1
Neoplasm,CLC IL5RA positive cells,0,1,1
Neoplasm,CSH1 CSH2 positive cells,0,1,1
Neoplasm,Cardiomyocytes,0,1,1
Neoplasm,Chromaffin cells,0,1,1
Neoplasm,Ciliated epithelial cells,0,1,1
Neoplasm,Corneal and conjunctival epithelial cells,0,1,1
Neoplasm,Ductal cells,4,0.00159035803996419,0.0208438415450626
Neoplasm,ELF3 AGBL2 positive cells,1,0.784152526817779,1
Neoplasm,ENS glia,8,0.000293197355657032,0.00455318246432097
Neoplasm,ENS neurons,0,1,1
Neoplasm,Endocardial cells,0,1,1
Neoplasm,Epicardial fat cells,0,1,1
Neoplasm,Erythroblasts,1,0.705946870496772,1
Neoplasm,Excitatory neurons,0,1,1
Neoplasm,Extravillous trophoblasts,0,1,1
Neoplasm,Ganglion cells,0,1,1
Neoplasm,Goblet cells,0,1,1
Neoplasm,Granule neurons,0,1,1
Neoplasm,Hematopoietic stem cells,2,0.149342403194677,1
Neoplasm,Hepatoblasts,0,1,1
Neoplasm,Horizontal cells,0,1,1
Neoplasm,IGFBP1 DKK1 positive cells,0,1,1
Neoplasm,Inhibitory interneurons,0,1,1
Neoplasm,Inhibitory neurons,0,1,1
Neoplasm,Intestinal epithelial cells,0,1,1
Neoplasm,Islet endocrine cells,0,1,1
Neoplasm,Lens fibre cells,0,1,1
Neoplasm,Limbic system neurons,0,1,1
Neoplasm,Lymphatic endothelial cells,0,1,1
Neoplasm,Lymphoid cells,14,1.72623260602242e-07,4.25343714123925e-06
Neoplasm,MUC13 DMBT1 positive cells,0,1,1
Neoplasm,Megakaryocytes,0,1,1
Neoplasm,Mesangial cells,3,0.122105802279082,0.899010050245993
Neoplasm,Mesothelial cells,0,1,1
Neoplasm,Metanephric cells,0,1,1
Neoplasm,Microglia,0,1,1
Neoplasm,Myeloid cells,2,0.613231947004084,1
Neoplasm,Neuroendocrine cells,0,1,1
Neoplasm,Oligodendrocytes,0,1,1
Neoplasm,PAEP MECOM positive cells,0,1,1
Neoplasm,PDE1C ACSM3 positive cells,0,1,1
Neoplasm,PDE11A FAM19A2 positive cells,0,1,1
Neoplasm,Parietal and chief cells,0,1,1
Neoplasm,Photoreceptor cells,0,1,1
Neoplasm,Purkinje neurons,1,0.810026862923651,1
Neoplasm,Retinal pigment cells,0,1,1
Neoplasm,Retinal progenitors and Muller glia,2,0.629616750583581,1
Neoplasm,SATB2 LRRC7 positive cells,0,1,1
Neoplasm,SKOR2 NPSR1 positive cells,1,0.804753427574026,1
Neoplasm,SLC24A4 PEX5L positive cells,0,1,1
Neoplasm,SLC26A4 PAEP positive cells,4,0.0348450884846023,0.321968617597725
Neoplasm,STC2 TLX1 positive cells,0,1,1
Neoplasm,Satellite cells,0,1,1
Neoplasm,Schwann cells,0,1,1
Neoplasm,Skeletal muscle cells,0,1,1
Neoplasm,Smooth muscle cells,1,0.724052801211395,1
Neoplasm,Squamous epithelial cells,4,0.016346715276131,0.165405417217363
Neoplasm,Stellate cells,2,0.096465207522302,0.745475401343336
Neoplasm,Stromal cells,0,1,1
Neoplasm,Sympathoblasts,0,1,1
Neoplasm,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Neoplasm,Thymic epithelial cells,0,1,1
Neoplasm,Thymocytes,7,0.00449173489123678,0.0528708667452584
Neoplasm,Trophoblast giant cells,0,1,1
Neoplasm,Unipolar brush cells,0,1,1
Neoplasm,Ureteric bud cells,0,1,1
Neoplasm,Vascular endothelial cells,0,1,1
Neoplasm,Visceral neurons,0,1,1
Abnormality of metabolism/homeostasis,AFP ALB positive cells,29,2.53690675878462e-13,8.37179230398925e-12
Abnormality of metabolism/homeostasis,Acinar cells,23,1.03609077065643e-14,3.54573285957979e-13
Abnormality of metabolism/homeostasis,Adrenocortical cells,26,9.31548326425678e-06,0.000191277923026072
Abnormality of metabolism/homeostasis,Amacrine cells,0,1,1
Abnormality of metabolism/homeostasis,Antigen presenting cells,14,0.41540206749761,1
Abnormality of metabolism/homeostasis,Astrocytes,0,1,1
Abnormality of metabolism/homeostasis,Bipolar cells,1,0.971260095937212,1
Abnormality of metabolism/homeostasis,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of metabolism/homeostasis,CCL19 CCL21 positive cells,0,1,1
Abnormality of metabolism/homeostasis,CLC IL5RA positive cells,7,0.305721419541821,1
Abnormality of metabolism/homeostasis,CSH1 CSH2 positive cells,0,1,1
Abnormality of metabolism/homeostasis,Cardiomyocytes,11,0.467282651960809,1
Abnormality of metabolism/homeostasis,Chromaffin cells,4,0.169446943011119,1
Abnormality of metabolism/homeostasis,Ciliated epithelial cells,0,1,1
Abnormality of metabolism/homeostasis,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of metabolism/homeostasis,Ductal cells,20,9.9792886608247e-13,3.23539042898317e-11
Abnormality of metabolism/homeostasis,ELF3 AGBL2 positive cells,15,0.0202494785574205,0.19904806581975
Abnormality of metabolism/homeostasis,ENS glia,0,1,1
Abnormality of metabolism/homeostasis,ENS neurons,0,1,1
Abnormality of metabolism/homeostasis,Endocardial cells,0,1,1
Abnormality of metabolism/homeostasis,Epicardial fat cells,0,1,1
Abnormality of metabolism/homeostasis,Erythroblasts,26,1.73662112555417e-09,4.93734744619092e-08
Abnormality of metabolism/homeostasis,Excitatory neurons,0,1,1
Abnormality of metabolism/homeostasis,Extravillous trophoblasts,0,1,1
Abnormality of metabolism/homeostasis,Ganglion cells,0,1,1
Abnormality of metabolism/homeostasis,Goblet cells,0,1,1
Abnormality of metabolism/homeostasis,Granule neurons,0,1,1
Abnormality of metabolism/homeostasis,Hematopoietic stem cells,7,0.0839118401118548,0.6580949167151
Abnormality of metabolism/homeostasis,Hepatoblasts,49,1.72657184368698e-33,1.22719414120521e-31
Abnormality of metabolism/homeostasis,Horizontal cells,0,1,1
Abnormality of metabolism/homeostasis,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of metabolism/homeostasis,Inhibitory interneurons,0,1,1
Abnormality of metabolism/homeostasis,Inhibitory neurons,0,1,1
Abnormality of metabolism/homeostasis,Intestinal epithelial cells,29,5.28511013788015e-28,2.95966167721288e-26
Abnormality of metabolism/homeostasis,Islet endocrine cells,34,1.78013996741765e-21,8.22424664946954e-20
Abnormality of metabolism/homeostasis,Lens fibre cells,0,1,1
Abnormality of metabolism/homeostasis,Limbic system neurons,0,1,1
Abnormality of metabolism/homeostasis,Lymphatic endothelial cells,2,0.579112053481259,1
Abnormality of metabolism/homeostasis,Lymphoid cells,11,0.844025721713705,1
Abnormality of metabolism/homeostasis,MUC13 DMBT1 positive cells,11,4.06362087307163e-10,1.17337052709943e-08
Abnormality of metabolism/homeostasis,Megakaryocytes,3,0.754025318421477,1
Abnormality of metabolism/homeostasis,Mesangial cells,0,1,1
Abnormality of metabolism/homeostasis,Mesothelial cells,0,1,1
Abnormality of metabolism/homeostasis,Metanephric cells,5,0.0145297133931018,0.150005085756716
Abnormality of metabolism/homeostasis,Microglia,5,0.111291634591712,0.839456900920339
Abnormality of metabolism/homeostasis,Myeloid cells,14,0.24795998469233,1
Abnormality of metabolism/homeostasis,Neuroendocrine cells,2,0.0135812888620896,0.141001246163717
Abnormality of metabolism/homeostasis,Oligodendrocytes,0,1,1
Abnormality of metabolism/homeostasis,PAEP MECOM positive cells,0,1,1
Abnormality of metabolism/homeostasis,PDE1C ACSM3 positive cells,0,1,1
Abnormality of metabolism/homeostasis,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of metabolism/homeostasis,Parietal and chief cells,11,5.04693834114937e-09,1.39205105290209e-07
Abnormality of metabolism/homeostasis,Photoreceptor cells,6,0.841892674645551,1
Abnormality of metabolism/homeostasis,Purkinje neurons,0,1,1
Abnormality of metabolism/homeostasis,Retinal pigment cells,4,0.866450087801623,1
Abnormality of metabolism/homeostasis,Retinal progenitors and Muller glia,1,0.999994948033583,1
Abnormality of metabolism/homeostasis,SATB2 LRRC7 positive cells,0,1,1
Abnormality of metabolism/homeostasis,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of metabolism/homeostasis,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of metabolism/homeostasis,SLC26A4 PAEP positive cells,14,0.0083681226145767,0.0926005424654955
Abnormality of metabolism/homeostasis,STC2 TLX1 positive cells,0,1,1
Abnormality of metabolism/homeostasis,Satellite cells,1,0.999977231655686,1
Abnormality of metabolism/homeostasis,Schwann cells,2,0.951991815287467,1
Abnormality of metabolism/homeostasis,Skeletal muscle cells,10,0.973186952054799,1
Abnormality of metabolism/homeostasis,Smooth muscle cells,0,1,1
Abnormality of metabolism/homeostasis,Squamous epithelial cells,0,1,1
Abnormality of metabolism/homeostasis,Stellate cells,1,0.949695242484993,1
Abnormality of metabolism/homeostasis,Stromal cells,0,1,1
Abnormality of metabolism/homeostasis,Sympathoblasts,1,0.554519441478724,1
Abnormality of metabolism/homeostasis,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of metabolism/homeostasis,Thymic epithelial cells,0,1,1
Abnormality of metabolism/homeostasis,Thymocytes,8,0.894139803659904,1
Abnormality of metabolism/homeostasis,Trophoblast giant cells,0,1,1
Abnormality of metabolism/homeostasis,Unipolar brush cells,0,1,1
Abnormality of metabolism/homeostasis,Ureteric bud cells,3,0.194413152137221,1
Abnormality of metabolism/homeostasis,Vascular endothelial cells,0,1,1
Abnormality of metabolism/homeostasis,Visceral neurons,0,1,1
Abnormality of blood and blood-forming tissues,AFP ALB positive cells,33,9.49849703943582e-23,4.61926908654668e-21
Abnormality of blood and blood-forming tissues,Acinar cells,5,0.052360836024678,0.456428419686816
Abnormality of blood and blood-forming tissues,Adrenocortical cells,0,1,1
Abnormality of blood and blood-forming tissues,Amacrine cells,0,1,1
Abnormality of blood and blood-forming tissues,Antigen presenting cells,12,0.130839136287127,0.948198917092594
Abnormality of blood and blood-forming tissues,Astrocytes,0,1,1
Abnormality of blood and blood-forming tissues,Bipolar cells,0,1,1
Abnormality of blood and blood-forming tissues,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of blood and blood-forming tissues,CCL19 CCL21 positive cells,8,3.06620129014695e-07,7.26453844127123e-06
Abnormality of blood and blood-forming tissues,CLC IL5RA positive cells,0,1,1
Abnormality of blood and blood-forming tissues,CSH1 CSH2 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,Cardiomyocytes,0,1,1
Abnormality of blood and blood-forming tissues,Chromaffin cells,0,1,1
Abnormality of blood and blood-forming tissues,Ciliated epithelial cells,0,1,1
Abnormality of blood and blood-forming tissues,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of blood and blood-forming tissues,Ductal cells,0,1,1
Abnormality of blood and blood-forming tissues,ELF3 AGBL2 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,ENS glia,0,1,1
Abnormality of blood and blood-forming tissues,ENS neurons,0,1,1
Abnormality of blood and blood-forming tissues,Endocardial cells,3,0.0109163861865217,0.116609720651399
Abnormality of blood and blood-forming tissues,Epicardial fat cells,0,1,1
Abnormality of blood and blood-forming tissues,Erythroblasts,54,2.08125433172255e-46,2.40384875313954e-44
Abnormality of blood and blood-forming tissues,Excitatory neurons,0,1,1
Abnormality of blood and blood-forming tissues,Extravillous trophoblasts,1,0.0626392945499015,0.528572677297799
Abnormality of blood and blood-forming tissues,Ganglion cells,0,1,1
Abnormality of blood and blood-forming tissues,Goblet cells,0,1,1
Abnormality of blood and blood-forming tissues,Granule neurons,0,1,1
Abnormality of blood and blood-forming tissues,Hematopoietic stem cells,10,0.000150374294248957,0.00245921854665551
Abnormality of blood and blood-forming tissues,Hepatoblasts,21,1.16276876623863e-10,3.46580109678869e-09
Abnormality of blood and blood-forming tissues,Horizontal cells,0,1,1
Abnormality of blood and blood-forming tissues,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,Inhibitory interneurons,0,1,1
Abnormality of blood and blood-forming tissues,Inhibitory neurons,0,1,1
Abnormality of blood and blood-forming tissues,Intestinal epithelial cells,0,1,1
Abnormality of blood and blood-forming tissues,Islet endocrine cells,2,0.801247446043158,1
Abnormality of blood and blood-forming tissues,Lens fibre cells,0,1,1
Abnormality of blood and blood-forming tissues,Limbic system neurons,0,1,1
Abnormality of blood and blood-forming tissues,Lymphatic endothelial cells,0,1,1
Abnormality of blood and blood-forming tissues,Lymphoid cells,20,0.000806740432414028,0.01096217881692
Abnormality of blood and blood-forming tissues,MUC13 DMBT1 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,Megakaryocytes,48,6.50212223992161e-53,1.3351024332639e-50
Abnormality of blood and blood-forming tissues,Mesangial cells,0,1,1
Abnormality of blood and blood-forming tissues,Mesothelial cells,0,1,1
Abnormality of blood and blood-forming tissues,Metanephric cells,0,1,1
Abnormality of blood and blood-forming tissues,Microglia,5,0.0241731377033706,0.230267827194995
Abnormality of blood and blood-forming tissues,Myeloid cells,14,0.0155351983170258,0.159494702721465
Abnormality of blood and blood-forming tissues,Neuroendocrine cells,0,1,1
Abnormality of blood and blood-forming tissues,Oligodendrocytes,0,1,1
Abnormality of blood and blood-forming tissues,PAEP MECOM positive cells,0,1,1
Abnormality of blood and blood-forming tissues,PDE1C ACSM3 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,Parietal and chief cells,0,1,1
Abnormality of blood and blood-forming tissues,Photoreceptor cells,0,1,1
Abnormality of blood and blood-forming tissues,Purkinje neurons,0,1,1
Abnormality of blood and blood-forming tissues,Retinal pigment cells,0,1,1
Abnormality of blood and blood-forming tissues,Retinal progenitors and Muller glia,0,1,1
Abnormality of blood and blood-forming tissues,SATB2 LRRC7 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of blood and blood-forming tissues,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of blood and blood-forming tissues,SLC26A4 PAEP positive cells,0,1,1
Abnormality of blood and blood-forming tissues,STC2 TLX1 positive cells,7,0.000491695298028816,0.00709885086529103
Abnormality of blood and blood-forming tissues,Satellite cells,0,1,1
Abnormality of blood and blood-forming tissues,Schwann cells,0,1,1
Abnormality of blood and blood-forming tissues,Skeletal muscle cells,0,1,1
Abnormality of blood and blood-forming tissues,Smooth muscle cells,3,0.838927359558539,1
Abnormality of blood and blood-forming tissues,Squamous epithelial cells,0,1,1
Abnormality of blood and blood-forming tissues,Stellate cells,1,0.852649289949006,1
Abnormality of blood and blood-forming tissues,Stromal cells,4,0.946443403630801,1
Abnormality of blood and blood-forming tissues,Sympathoblasts,0,1,1
Abnormality of blood and blood-forming tissues,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of blood and blood-forming tissues,Thymic epithelial cells,0,1,1
Abnormality of blood and blood-forming tissues,Thymocytes,12,0.0683003038308719,0.563477506604693
Abnormality of blood and blood-forming tissues,Trophoblast giant cells,0,1,1
Abnormality of blood and blood-forming tissues,Unipolar brush cells,0,1,1
Abnormality of blood and blood-forming tissues,Ureteric bud cells,0,1,1
Abnormality of blood and blood-forming tissues,Vascular endothelial cells,2,0.019061901505681,0.189698789860803
Abnormality of blood and blood-forming tissues,Visceral neurons,0,1,1
Abnormality of the digestive system,AFP ALB positive cells,16,4.86923892333599e-05,0.000890926092111377
Abnormality of the digestive system,Acinar cells,22,9.35164108203585e-15,3.32342936915428e-13
Abnormality of the digestive system,Adrenocortical cells,2,0.999066150138761,1
Abnormality of the digestive system,Amacrine cells,3,0.999271804105254,1
Abnormality of the digestive system,Antigen presenting cells,30,1.05721984735164e-06,2.29852032694803e-05
Abnormality of the digestive system,Astrocytes,0,1,1
Abnormality of the digestive system,Bipolar cells,0,1,1
Abnormality of the digestive system,Bronchiolar and alveolar epithelial cells,2,0.698810282507695,1
Abnormality of the digestive system,CCL19 CCL21 positive cells,0,1,1
Abnormality of the digestive system,CLC IL5RA positive cells,0,1,1
Abnormality of the digestive system,CSH1 CSH2 positive cells,0,1,1
Abnormality of the digestive system,Cardiomyocytes,1,0.99992721974562,1
Abnormality of the digestive system,Chromaffin cells,0,1,1
Abnormality of the digestive system,Ciliated epithelial cells,16,0.00335557807709907,0.0405301195194711
Abnormality of the digestive system,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the digestive system,Ductal cells,11,2.81216648393597e-05,0.000530294251256497
Abnormality of the digestive system,ELF3 AGBL2 positive cells,0,1,1
Abnormality of the digestive system,ENS glia,3,0.991663351895888,1
Abnormality of the digestive system,ENS neurons,3,0.44391817477622,1
Abnormality of the digestive system,Endocardial cells,2,0.137089042401294,0.985760896333042
Abnormality of the digestive system,Epicardial fat cells,0,1,1
Abnormality of the digestive system,Erythroblasts,22,8.27478161417213e-08,2.09476663328632e-06
Abnormality of the digestive system,Excitatory neurons,9,0.934298966669031,1
Abnormality of the digestive system,Extravillous trophoblasts,0,1,1
Abnormality of the digestive system,Ganglion cells,4,0.986195018107718,1
Abnormality of the digestive system,Goblet cells,2,0.00552168273034393,0.0637754355354724
Abnormality of the digestive system,Granule neurons,5,0.825250963306101,1
Abnormality of the digestive system,Hematopoietic stem cells,1,0.968195599042168,1
Abnormality of the digestive system,Hepatoblasts,10,0.0345563406341536,0.320905113024703
Abnormality of the digestive system,Horizontal cells,0,1,1
Abnormality of the digestive system,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the digestive system,Inhibitory interneurons,2,0.951116416981424,1
Abnormality of the digestive system,Inhibitory neurons,3,0.978273587775915,1
Abnormality of the digestive system,Intestinal epithelial cells,7,0.00268149235213429,0.0332577038036521
Abnormality of the digestive system,Islet endocrine cells,17,4.22678705239821e-07,9.76387809103987e-06
Abnormality of the digestive system,Lens fibre cells,0,1,1
Abnormality of the digestive system,Limbic system neurons,5,0.99712345101272,1
Abnormality of the digestive system,Lymphatic endothelial cells,0,1,1
Abnormality of the digestive system,Lymphoid cells,32,8.28147910532532e-07,1.84387631164352e-05
Abnormality of the digestive system,MUC13 DMBT1 positive cells,7,1.33788030534287e-05,0.000265849763900391
Abnormality of the digestive system,Megakaryocytes,7,0.0559600460405413,0.478769282791298
Abnormality of the digestive system,Mesangial cells,0,1,1
Abnormality of the digestive system,Mesothelial cells,2,0.484048714067666,1
Abnormality of the digestive system,Metanephric cells,0,1,1
Abnormality of the digestive system,Microglia,3,0.396901512539532,1
Abnormality of the digestive system,Myeloid cells,25,2.29664578072194e-05,0.000442104312788973
Abnormality of the digestive system,Neuroendocrine cells,0,1,1
Abnormality of the digestive system,Oligodendrocytes,0,1,1
Abnormality of the digestive system,PAEP MECOM positive cells,0,1,1
Abnormality of the digestive system,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the digestive system,PDE11A FAM19A2 positive cells,1,0.940320849276229,1
Abnormality of the digestive system,Parietal and chief cells,0,1,1
Abnormality of the digestive system,Photoreceptor cells,0,1,1
Abnormality of the digestive system,Purkinje neurons,3,0.988478371287238,1
Abnormality of the digestive system,Retinal pigment cells,0,1,1
Abnormality of the digestive system,Retinal progenitors and Muller glia,8,0.821571061758944,1
Abnormality of the digestive system,SATB2 LRRC7 positive cells,5,0.975123749414857,1
Abnormality of the digestive system,SKOR2 NPSR1 positive cells,3,0.987177890193403,1
Abnormality of the digestive system,SLC24A4 PEX5L positive cells,4,0.933907682929049,1
Abnormality of the digestive system,SLC26A4 PAEP positive cells,3,0.945827468077822,1
Abnormality of the digestive system,STC2 TLX1 positive cells,7,0.00305919350382767,0.037193352599168
Abnormality of the digestive system,Satellite cells,1,0.999920246350874,1
Abnormality of the digestive system,Schwann cells,0,1,1
Abnormality of the digestive system,Skeletal muscle cells,2,0.99999628837223,1
Abnormality of the digestive system,Smooth muscle cells,13,0.00943321595819454,0.103151379235169
Abnormality of the digestive system,Squamous epithelial cells,0,1,1
Abnormality of the digestive system,Stellate cells,6,0.0425526495276852,0.385476942780207
Abnormality of the digestive system,Stromal cells,4,0.993167291178913,1
Abnormality of the digestive system,Sympathoblasts,0,1,1
Abnormality of the digestive system,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the digestive system,Thymic epithelial cells,0,1,1
Abnormality of the digestive system,Thymocytes,20,0.00286430686619347,0.0352882605915035
Abnormality of the digestive system,Trophoblast giant cells,0,1,1
Abnormality of the digestive system,Unipolar brush cells,2,0.908812064233039,1
Abnormality of the digestive system,Ureteric bud cells,1,0.749495744863057,1
Abnormality of the digestive system,Vascular endothelial cells,1,0.268104868177021,1
Abnormality of the digestive system,Visceral neurons,5,0.713333768801823,1
Abnormality of head or neck,AFP ALB positive cells,2,0.993961780270296,1
Abnormality of head or neck,Acinar cells,0,1,1
Abnormality of head or neck,Adrenocortical cells,0,1,1
Abnormality of head or neck,Amacrine cells,32,5.11794041249901e-05,0.000927250380617467
Abnormality of head or neck,Antigen presenting cells,4,0.999914898531846,1
Abnormality of head or neck,Astrocytes,21,5.5311171010083e-07,1.2619141237856e-05
Abnormality of head or neck,Bipolar cells,0,1,1
Abnormality of head or neck,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of head or neck,CCL19 CCL21 positive cells,4,0.0438548018022501,0.393415891895913
Abnormality of head or neck,CLC IL5RA positive cells,0,1,1
Abnormality of head or neck,CSH1 CSH2 positive cells,0,1,1
Abnormality of head or neck,Cardiomyocytes,0,1,1
Abnormality of head or neck,Chromaffin cells,0,1,1
Abnormality of head or neck,Ciliated epithelial cells,6,0.946598379264047,1
Abnormality of head or neck,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of head or neck,Ductal cells,0,1,1
Abnormality of head or neck,ELF3 AGBL2 positive cells,0,1,1
Abnormality of head or neck,ENS glia,21,0.00493852171774191,0.0577619502176395
Abnormality of head or neck,ENS neurons,0,1,1
Abnormality of head or neck,Endocardial cells,1,0.59998157200941,1
Abnormality of head or neck,Epicardial fat cells,0,1,1
Abnormality of head or neck,Erythroblasts,2,0.997750903119799,1
Abnormality of head or neck,Excitatory neurons,55,1.24635159219077e-13,4.18774134976098e-12
Abnormality of head or neck,Extravillous trophoblasts,0,1,1
Abnormality of head or neck,Ganglion cells,8,0.945518328027635,1
Abnormality of head or neck,Goblet cells,0,1,1
Abnormality of head or neck,Granule neurons,25,5.4883562627466e-06,0.000115255481517679
Abnormality of head or neck,Hematopoietic stem cells,1,0.991098760082756,1
Abnormality of head or neck,Hepatoblasts,1,0.99933528836949,1
Abnormality of head or neck,Horizontal cells,0,1,1
Abnormality of head or neck,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of head or neck,Inhibitory interneurons,7,0.449229089590471,1
Abnormality of head or neck,Inhibitory neurons,8,0.774730484124967,1
Abnormality of head or neck,Intestinal epithelial cells,0,1,1
Abnormality of head or neck,Islet endocrine cells,2,0.977031920284919,1
Abnormality of head or neck,Lens fibre cells,0,1,1
Abnormality of head or neck,Limbic system neurons,25,0.048505960976074,0.424829459164857
Abnormality of head or neck,Lymphatic endothelial cells,4,0.197679073094698,1
Abnormality of head or neck,Lymphoid cells,5,0.999887605347482,1
Abnormality of head or neck,MUC13 DMBT1 positive cells,0,1,1
Abnormality of head or neck,Megakaryocytes,2,0.952615770313658,1
Abnormality of head or neck,Mesangial cells,36,9.94275495260675e-15,3.46683229290892e-13
Abnormality of head or neck,Mesothelial cells,1,0.895978630299413,1
Abnormality of head or neck,Metanephric cells,0,1,1
Abnormality of head or neck,Microglia,1,0.958564804046498,1
Abnormality of head or neck,Myeloid cells,5,0.998345758994901,1
Abnormality of head or neck,Neuroendocrine cells,0,1,1
Abnormality of head or neck,Oligodendrocytes,2,0.963327564846651,1
Abnormality of head or neck,PAEP MECOM positive cells,0,1,1
Abnormality of head or neck,PDE1C ACSM3 positive cells,0,1,1
Abnormality of head or neck,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of head or neck,Parietal and chief cells,0,1,1
Abnormality of head or neck,Photoreceptor cells,7,0.876631109969238,1
Abnormality of head or neck,Purkinje neurons,9,0.769440550517369,1
Abnormality of head or neck,Retinal pigment cells,0,1,1
Abnormality of head or neck,Retinal progenitors and Muller glia,32,9.90576390283178e-06,0.000201163205411353
Abnormality of head or neck,SATB2 LRRC7 positive cells,29,8.54400303087673e-05,0.00147563715897759
Abnormality of head or neck,SKOR2 NPSR1 positive cells,10,0.636035449036943,1
Abnormality of head or neck,SLC24A4 PEX5L positive cells,7,0.864997154552589,1
Abnormality of head or neck,SLC26A4 PAEP positive cells,0,1,1
Abnormality of head or neck,STC2 TLX1 positive cells,0,1,1
Abnormality of head or neck,Satellite cells,21,0.0119572008046248,0.126268040496838
Abnormality of head or neck,Schwann cells,0,1,1
Abnormality of head or neck,Skeletal muscle cells,22,0.347472861066951,1
Abnormality of head or neck,Smooth muscle cells,10,0.339780497263827,1
Abnormality of head or neck,Squamous epithelial cells,17,0.000232859951287619,0.00370969991361656
Abnormality of head or neck,Stellate cells,3,0.687288903654462,1
Abnormality of head or neck,Stromal cells,32,8.29236800406957e-06,0.000172183101927197
Abnormality of head or neck,Sympathoblasts,2,0.244094147203057,1
Abnormality of head or neck,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of head or neck,Thymic epithelial cells,6,0.00224944638826838,0.0286688063828964
Abnormality of head or neck,Thymocytes,3,0.999929809759917,1
Abnormality of head or neck,Trophoblast giant cells,0,1,1
